name;module;shape;partitioning_ranks;precs
module.15.attention.query_key_value;ColumnParallelLinear();(3072, 1024);1;[torch.Size([3072, 3072]), torch.Size([1024, 1024])]
module.15.attention.query_key_value;ColumnParallelLinear();(3072,);1;[]
module.15.attention.dense;RowParallelLinear();(1024, 1024);1;[torch.Size([1024, 1024]), torch.Size([1024, 1024])]
module.15.attention.dense;RowParallelLinear();(1024,);1;[]
module.15.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.15.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.15.mlp.dense_h_to_4h;ColumnParallelLinear();(4096, 1024);1;[torch.Size([4096, 4096]), torch.Size([1024, 1024])]
module.15.mlp.dense_h_to_4h;ColumnParallelLinear();(4096,);1;[]
module.15.mlp.dense_4h_to_h;RowParallelLinear();(1024, 4096);1;[torch.Size([1024, 1024]), torch.Size([4096, 4096])]
module.15.mlp.dense_4h_to_h;RowParallelLinear();(1024,);1;[]
module.16.input_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.16.input_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.16.attention.query_key_value;ColumnParallelLinear();(3072, 1024);1;[torch.Size([3072, 3072]), torch.Size([1024, 1024])]
module.16.attention.query_key_value;ColumnParallelLinear();(3072,);1;[]
module.16.attention.dense;RowParallelLinear();(1024, 1024);1;[torch.Size([1024, 1024]), torch.Size([1024, 1024])]
module.16.attention.dense;RowParallelLinear();(1024,);1;[]
module.16.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.16.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.16.mlp.dense_h_to_4h;ColumnParallelLinear();(4096, 1024);1;[torch.Size([4096, 4096]), torch.Size([1024, 1024])]
module.16.mlp.dense_h_to_4h;ColumnParallelLinear();(4096,);1;[]
module.16.mlp.dense_4h_to_h;RowParallelLinear();(1024, 4096);1;[torch.Size([1024, 1024]), torch.Size([4096, 4096])]
module.16.mlp.dense_4h_to_h;RowParallelLinear();(1024,);1;[]
module.17.input_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.17.input_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.17.attention.query_key_value;ColumnParallelLinear();(3072, 1024);1;[torch.Size([3072, 3072]), torch.Size([1024, 1024])]
module.17.attention.query_key_value;ColumnParallelLinear();(3072,);1;[]
module.17.attention.dense;RowParallelLinear();(1024, 1024);1;[torch.Size([1024, 1024]), torch.Size([1024, 1024])]
module.17.attention.dense;RowParallelLinear();(1024,);1;[]
module.17.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.17.post_attention_layernorm;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.17.mlp.dense_h_to_4h;ColumnParallelLinear();(4096, 1024);1;[torch.Size([4096, 4096]), torch.Size([1024, 1024])]
module.17.mlp.dense_h_to_4h;ColumnParallelLinear();(4096,);1;[]
module.17.mlp.dense_4h_to_h;RowParallelLinear();(1024, 4096);1;[torch.Size([1024, 1024]), torch.Size([4096, 4096])]
module.17.mlp.dense_4h_to_h;RowParallelLinear();(1024,);1;[]
module.19;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
module.19;FusedLayerNorm(torch.Size([1024]), eps=1e-05, elementwise_affine=True);(1024,);1;[]
